eventid,nhostkid,nhours,ndays,hostkidoutcome_txt,nreleased
201801280011,2.0,,,,
201801280024,2.0,,,,
201801280025,1.0,,,,
201801290009,1.0,,4.0,Hostage(s) killed (not during rescue attempt),0.0
201801310023,1.0,,,,
201801310030,4.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201802030005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201802030006,1.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201802040020,3.0,,,Combination,
201802040035,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201802060026,,,,,
201802070036,1.0,,20.0,Hostage(s) killed (not during rescue attempt),0.0
201802090029,1.0,,3.0,Hostage(s) released by perpetrators,1.0
201802090035,50.0,,,Combination,10.0
201802100007,5.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201802100030,4.0,,,Combination,2.0
201802100046,1.0,,,Hostage(s) released by perpetrators,1.0
201802100048,,,,,
201802110001,1.0,,,,
201802110008,10.0,,,,
201802120025,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201802120030,2.0,,121.0,Combination,0.0
201802130009,76.0,,,,
201802130030,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201802140004,4.0,,,,
201802140007,1.0,,96.0,Hostage(s) released by perpetrators,1.0
201802160004,1.0,,,,
201802170004,24.0,,,,
201802170022,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201802170027,2.0,,,Combination,
201802170030,1.0,,,,
201802170034,1.0,,,,
201802170036,10.0,,,Hostage(s) released by perpetrators,10.0
201802180005,1.0,,,,
201802180038,1.0,2.0,,Hostage(s) killed (not during rescue attempt),0.0
201802180039,1.0,,,,
201802190007,112.0,,,Combination,106.0
201802190009,2.0,,,,
201802190010,1.0,,,,
201802190011,1.0,,,,
201802190024,3.0,,,,
201802190034,1.0,,,Hostage(s) released by perpetrators,1.0
201802190037,1.0,,,,
201802200005,4.0,,,,
201802200008,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201802200028,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201802200043,1.0,,,,
201802210036,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201802210039,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201802210043,1.0,,,,
201802220023,3.0,,,Combination,
201802230024,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201802240026,1.0,,,,
201802240027,5.0,,,,
201802240038,1.0,,,,
201802240043,7.0,,,Combination,2.0
201802250008,4.0,,,,
201802250039,1.0,,7.0,Hostage(s) killed (not during rescue attempt),0.0
201802260013,6.0,2.0,,Hostage(s) released by perpetrators,6.0
201802260025,1.0,,,Hostage(s) escaped (not during rescue attempt),1.0
201802270038,2.0,,8.0,Successful Rescue,2.0
201802280008,30.0,,,Combination,9.0
201802280015,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201802280040,1.0,,6.0,Hostage(s) released by perpetrators,1.0
201803010009,3.0,,,,
201803010027,2.0,,,Successful Rescue,2.0
201803010039,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803010042,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201803020006,3.0,,,Combination,
201803020025,1.0,,,Hostage(s) released by perpetrators,1.0
201803030007,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803030018,1.0,,,,
201803030022,8.0,,,,
201803040008,3.0,,,,
201803040012,2.0,,,Successful Rescue,2.0
201803040021,24.0,,19.0,Hostage(s) released by perpetrators,24.0
201803070008,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803070015,1.0,,13.0,Hostage(s) released by perpetrators,1.0
201803080002,2.0,,,,
201803080017,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803080020,2.0,,,Hostage(s) released by perpetrators,2.0
201803100021,4.0,,1.0,Hostage(s) released by perpetrators,4.0
201803120012,1.0,,,,
201803120023,4.0,,,,
201803140005,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803140010,2.0,,,,
201803140033,2.0,,,Combination,1.0
201803140035,2.0,,2.0,Hostage(s) released by perpetrators,2.0
201803150011,,,,,
201803150018,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803150019,3.0,,,,
201803150032,4.0,,5.0,Combination,3.0
201803150033,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803150034,1.0,,,,
201803150035,1.0,,,,
201803150036,1.0,,,,
201803170001,7.0,,1.0,Combination,5.0
201803170011,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803170016,37.0,,,Combination,1.0
201803170026,1.0,,30.0,Hostage(s) killed (not during rescue attempt),0.0
201803170027,1.0,,,,
201803190017,3.0,,,,
201803190021,3.0,,2.0,Combination,3.0
201803190023,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803210002,10.0,,,Combination,
201803210015,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803220016,1.0,12.0,,Hostage(s) released by perpetrators,1.0
201803220017,4.0,,22.0,Hostage(s) released by perpetrators,4.0
201803220035,1.0,,,,
201803230014,5.0,,,,
201803230017,,,,Combination,13.0
201803230020,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803230025,7.0,,,,
201803240030,,,,,
201803250044,7.0,,21.0,Hostage(s) released by perpetrators,7.0
201803250045,1.0,,10.0,Hostage(s) released by perpetrators,1.0
201803260005,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803260023,1.0,,,,
201803270013,1.0,2.0,,Hostage(s) released by perpetrators,1.0
201803280006,1.0,,,,
201803280024,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803290002,1.0,,,Hostage(s) released by perpetrators,1.0
201803290025,5.0,,,,
201803290026,5.0,,,Combination,
201803290034,1.0,,229.0,Hostage(s) released by perpetrators,1.0
201803290037,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803290044,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201803310023,1.0,,,,
201803310026,3.0,,4.0,Hostage(s) released by perpetrators,3.0
201804010016,20.0,,,Combination,15.0
201804010018,1.0,,,,
201804010023,1.0,,4.0,Hostage(s) released by perpetrators,1.0
201804020005,23.0,,,Hostage(s) released by perpetrators,23.0
201804020009,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201804020010,2.0,,1.0,Hostage(s) released by perpetrators,2.0
201804020013,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201804020014,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201804020017,12.0,,,Successful Rescue,12.0
201804020018,6.0,,,Successful Rescue,6.0
201804020037,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201804030029,1.0,,,Hostage(s) released by perpetrators,1.0
201804050008,2.0,,1.0,Combination,1.0
201804060013,1.0,,5.0,Hostage(s) released by perpetrators,1.0
201804060025,2.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201804080026,1.0,,3.0,Hostage(s) released by perpetrators,1.0
201804100009,2.0,,,Hostage(s) released by perpetrators,2.0
201804100036,1.0,,,,
201804100037,4.0,,2.0,Hostage(s) released by perpetrators,4.0
201804100043,1.0,,,,
201804110011,,,,Hostage(s) released by perpetrators,
201804110013,5.0,,,Combination,4.0
201804110036,,,,,
201804110040,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201804110066,2.0,,,,
201804120007,1.0,,60.0,Hostage(s) released by perpetrators,1.0
201804130007,1.0,,,,
201804130024,16.0,,8.0,Successful Rescue,16.0
201804140026,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201804140044,3.0,,23.0,Hostage(s) released by perpetrators,3.0
201804150006,,,,Hostage(s) released by perpetrators,
201804150014,1.0,,,Hostage(s) released by perpetrators,1.0
201804150048,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201804150049,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201804160004,2.0,,83.0,Hostage(s) killed (not during rescue attempt),0.0
201804170002,5.0,,2.0,Hostage(s) released by perpetrators,5.0
201804170003,2.0,,,Hostage(s) released by perpetrators,2.0
201804180015,3.0,,,,
201804180018,1.0,,4.0,Hostage(s) released by perpetrators,1.0
201804190012,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201804190016,3.0,,,,
201804190023,2.0,,,,
201804190035,1.0,,,Hostage(s) released by perpetrators,1.0
201804200017,4.0,,,Hostage(s) released by perpetrators,4.0
201804200019,4.0,,2.0,Hostage(s) released by perpetrators,4.0
201804220007,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201804220010,4.0,,,,
201804220034,2.0,,11.0,Hostage(s) released by perpetrators,2.0
201804220052,3.0,,,,
201804230001,1.0,,,,
201804230005,11.0,,,Combination,2.0
201804230032,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201804240017,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201804240022,1.0,,,,
201804240035,6.0,,,,
201804250008,4.0,,,Hostage(s) released by perpetrators,4.0
201804250020,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201804250023,5.0,,,Hostage(s) killed (not during rescue attempt),0.0
201804250024,10.0,,5.0,Hostage(s) released by perpetrators,10.0
201804250026,3.0,,,Combination,2.0
201804250043,1.0,,,,
201804260046,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201804270020,2.0,,,,
201804280020,3.0,,11.0,Hostage(s) released by perpetrators,3.0
201804280034,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201804280037,2.0,,26.0,Hostage(s) released by perpetrators,2.0
201804290010,4.0,,17.0,Combination,4.0
201804300010,7.0,,,,
201804300029,11.0,,,,
201804300032,2.0,,2.0,Hostage(s) released by perpetrators,2.0
201805010018,10.0,,4.0,Combination,10.0
201805010033,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805020012,1.0,,,,
201805020019,70.0,,1.0,Hostage(s) released by perpetrators,70.0
201805020023,1.0,,,Hostage(s) released by perpetrators,1.0
201805040001,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805050002,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805060008,7.0,,,Combination,4.0
201805070009,30.0,,,,
201805070019,3.0,,,Hostage(s) released by perpetrators,3.0
201805080001,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805080004,7.0,,,,
201805080019,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805080021,6.0,,1.0,Combination,1.0
201805080024,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805080026,2.0,,287.0,Hostage(s) released by perpetrators,2.0
201805080030,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805080040,1.0,,,,
201805090035,,,,,
201805090042,1.0,,29.0,Hostage(s) killed (not during rescue attempt),0.0
201805090043,1.0,,31.0,Hostage(s) killed (not during rescue attempt),0.0
201805090045,1.0,,,Hostage(s) released by perpetrators,1.0
201805100010,5.0,,,,
201805110001,3.0,,,Combination,2.0
201805110006,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805110013,3.0,,2.0,Hostage(s) released by perpetrators,3.0
201805110014,13.0,,5.0,Hostage(s) released by perpetrators,13.0
201805110019,3.0,,6.0,Combination,3.0
201805120045,1.0,,,,
201805120047,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805150010,9.0,,3.0,Successful Rescue,9.0
201805150053,5.0,,,Combination,
201805150057,2.0,3.0,,Hostage(s) released by perpetrators,2.0
201805160009,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805160012,1.0,,13.0,Hostage(s) killed (not during rescue attempt),0.0
201805160023,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805160028,2.0,,,Combination,1.0
201805160029,,,,,
201805170036,,,,,
201805180029,2.0,,1.0,Hostage(s) released by perpetrators,2.0
201805180033,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201805190001,,,3.0,Combination,
201805190020,6.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805190027,6.0,,,,
201805200003,30.0,,,,
201805200033,2.0,,,,
201805200054,2.0,,114.0,Hostage(s) released by perpetrators,2.0
201805210012,15.0,,,,
201805210019,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201805210022,5.0,,,,
201805220002,1.0,,,,
201805220021,1.0,,,,
201805220022,1.0,,,,
201805220026,8.0,,,,
201805230007,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805230022,,,,Combination,
201805230035,15.0,,,Combination,10.0
201805240003,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805240019,,4.0,,Hostage(s) released by perpetrators,
201805240034,2.0,,,,
201805250021,2.0,,,Combination,1.0
201805260012,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805260028,9.0,,,Combination,4.0
201805270025,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805270026,5.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805270036,1.0,,,Hostage(s) released by perpetrators,1.0
201805280021,3.0,,,,
201805290004,1.0,,,Successful Rescue,1.0
201805290020,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805290027,,,,,
201805290028,,,,,
201805290029,,,,,
201805290030,,,,,
201805290035,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805290036,7.0,,,,
201805290053,1.0,,,,
201805290059,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201805300006,10.0,,,,
201805300028,8.0,16.0,,Combination,4.0
201806010011,2.0,,,Combination,1.0
201806010033,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201806020028,3.0,,,,
201806030031,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201806030052,5.0,,4.0,Combination,3.0
201806030053,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201806030055,1.0,,135.0,Hostage(s) released by perpetrators,1.0
201806040041,1.0,,,,
201806050011,2.0,,,,
201806050019,,,,Hostage(s) released by perpetrators,
201806050020,1.0,,8.0,Hostage(s) released by perpetrators,1.0
201806050039,1.0,,21.0,Hostage(s) killed (not during rescue attempt),0.0
201806060017,1.0,,,,
201806070043,1.0,,3.0,Hostage(s) released by perpetrators,1.0
201806080051,1.0,,17.0,Hostage(s) released by perpetrators,1.0
201806100016,3.0,,4.0,Hostage(s) released by perpetrators,3.0
201806100026,6.0,,,Hostage(s) killed (not during rescue attempt),0.0
201806100031,1.0,,6.0,Hostage(s) released by perpetrators,1.0
201806110015,5.0,,,Combination,4.0
201806110033,1.0,,,,
201806110034,3.0,,,,
201806120002,2.0,,,,
201806120004,1.0,,,,
201806120005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201806120027,2.0,4.0,,Successful Rescue,2.0
201806120053,2.0,,,Hostage(s) released by perpetrators,2.0
201806130011,2.0,,,Combination,1.0
201806130036,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201806130038,1.0,,,Hostage(s) released by perpetrators,1.0
201806140011,7.0,,,Combination,5.0
201806140024,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201806160014,2.0,,,Hostage(s) released by perpetrators,2.0
201806160019,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201806160021,8.0,,,,
201806160045,30.0,,,Combination,5.0
201806160046,30.0,,,Combination,5.0
201806160047,30.0,,,Combination,5.0
201806160048,30.0,,,Combination,5.0
201806160049,30.0,,,Combination,5.0
201806160050,30.0,,,Combination,5.0
201806160051,30.0,,,Combination,5.0
201806160052,30.0,,,Combination,5.0
201806160053,30.0,,,Combination,4.0
201806160054,30.0,,,Combination,4.0
201806160055,30.0,,,Combination,4.0
201806160056,30.0,,,Combination,4.0
201806160057,30.0,,,Combination,4.0
201806160058,30.0,,,Combination,4.0
201806160059,30.0,,,Combination,4.0
201806160060,30.0,,,Combination,4.0
201806160061,30.0,,,Combination,4.0
201806160062,29.0,,,Combination,4.0
201806160063,29.0,,,Combination,4.0
201806160064,29.0,,,Combination,4.0
201806160065,29.0,,,Combination,4.0
201806160066,29.0,,,Combination,4.0
201806160067,29.0,,,Combination,4.0
201806160068,29.0,,,Combination,4.0
201806160069,29.0,,,Combination,4.0
201806160070,29.0,,,Combination,4.0
201806160071,29.0,,,Combination,4.0
201806160072,29.0,,,Combination,4.0
201806160073,29.0,,,Combination,4.0
201806160074,29.0,,,Combination,4.0
201806170002,7.0,,,,
201806170016,8.0,,,,
201806180039,30.0,,4.0,Hostage(s) released by perpetrators,30.0
201806190015,5.0,3.0,,Hostage(s) released by perpetrators,5.0
201806190019,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201806190028,1.0,,,,
201806190030,30.0,,,Combination,
201806200002,3.0,,14.0,Hostage(s) released by perpetrators,3.0
201806200004,2.0,17.0,,Hostage(s) released by perpetrators,2.0
201806200016,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201806200033,1.0,,,,
201806210004,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201806210032,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201806210034,4.0,,,Combination,
201806220013,43.0,,,Combination,42.0
201806220029,1.0,,,,
201806230030,3.0,,,,
201806230034,,,,Hostage(s) killed (not during rescue attempt),0.0
201806230035,,,,Hostage(s) killed (not during rescue attempt),0.0
201806230046,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201806230050,7.0,,,,
201806240028,6.0,,4.0,Hostage(s) killed (not during rescue attempt),0.0
201806240036,6.0,,,,
201806250004,1.0,,129.0,Successful Rescue,1.0
201806250031,6.0,,,Hostage(s) killed (not during rescue attempt),0.0
201806260030,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201806260034,4.0,,3.0,Hostage(s) released by perpetrators,4.0
201806270032,2.0,,10.0,Hostage(s) killed (not during rescue attempt),0.0
201806270033,1.0,,130.0,Hostage(s) released by perpetrators,1.0
201806280016,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201806280018,3.0,,,Combination,2.0
201806280029,6.0,,19.0,Successful Rescue,6.0
201806280030,2.0,,,,
201806290012,6.0,,,,
201806300001,8.0,,,Hostage(s) released by perpetrators,8.0
201806300006,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807010034,,,,Hostage(s) released by perpetrators,
201807020027,1.0,,7.0,Hostage(s) killed (not during rescue attempt),0.0
201807020038,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201807030011,7.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807030024,4.0,,,,
201807030035,1.0,,1.0,Hostage(s) escaped (not during rescue attempt),1.0
201807030036,2.0,,10.0,Hostage(s) killed (not during rescue attempt),0.0
201807040001,5.0,,,,
201807040023,3.0,,,,
201807040027,4.0,,20.0,Hostage(s) released by perpetrators,4.0
201807040028,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807050001,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807050009,7.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807050039,2.0,,24.0,Combination,1.0
201807050040,4.0,,,Combination,
201807060006,7.0,,,Combination,3.0
201807060045,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807070003,2.0,,,,
201807070014,2.0,,,,
201807070038,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807070040,2.0,,1.0,Successful Rescue,2.0
201807070042,1.0,,,,
201807070052,1.0,,,,
201807070059,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807070060,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201807080013,3.0,,,,
201807080014,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807090040,1.0,,,,
201807100029,2.0,,7.0,Combination,1.0
201807110012,,4.0,,Combination,
201807120002,15.0,,,,
201807120040,2.0,,,Successful Rescue,2.0
201807120042,40.0,,,,
201807130032,9.0,,,,
201807130037,1.0,,18.0,Hostage(s) released by perpetrators,1.0
201807130038,1.0,,18.0,Hostage(s) released by perpetrators,1.0
201807130039,1.0,,18.0,Hostage(s) released by perpetrators,1.0
201807130040,1.0,,18.0,Hostage(s) released by perpetrators,1.0
201807130041,1.0,,18.0,Hostage(s) released by perpetrators,1.0
201807130042,1.0,,18.0,Hostage(s) released by perpetrators,1.0
201807130043,1.0,,18.0,Hostage(s) released by perpetrators,1.0
201807140001,4.0,,625.0,Combination,4.0
201807140029,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807140034,2.0,,,Combination,
201807150026,3.0,,,Combination,1.0
201807150028,2.0,,42.0,Successful Rescue,2.0
201807150030,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201807150031,3.0,,,,
201807160015,,,,Hostage(s) released by perpetrators,
201807160025,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807180012,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807180023,12.0,,13.0,Hostage(s) released by perpetrators,12.0
201807180031,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807180036,1.0,20.0,,Hostage(s) released by perpetrators,1.0
201807190011,4.0,,,Combination,2.0
201807190022,10.0,,,,
201807190043,1.0,,,,
201807200008,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807200016,3.0,,1.0,Hostage(s) escaped (not during rescue attempt),3.0
201807200026,1.0,,,,
201807210004,1.0,,1.0,Successful Rescue,1.0
201807220009,71.0,,,,
201807220038,4.0,,2.0,Hostage(s) released by perpetrators,4.0
201807230017,,5.0,,Successful Rescue,
201807230019,1.0,,,Hostage(s) released by perpetrators,1.0
201807230030,6.0,,1.0,Hostage(s) released by perpetrators,6.0
201807240006,1.0,,,,
201807240035,2.0,,,,
201807240041,1.0,,,,
201807250009,1.0,,,,
201807250025,36.0,,106.0,Combination,29.0
201807250038,1.0,,,,
201807250039,1.0,,,,
201807250040,1.0,,,,
201807250041,1.0,,,,
201807250042,1.0,,,,
201807250043,1.0,,,,
201807260023,2.0,,,,
201807260029,1.0,,,Hostage(s) released by perpetrators,1.0
201807280012,1.0,,,Hostage(s) released by perpetrators,1.0
201807290002,4.0,,,Combination,3.0
201807290028,,,,,
201807290048,7.0,,,,
201807290049,7.0,,,,
201807290050,6.0,,,,
201807300006,9.0,,,Combination,1.0
201807300010,28.0,,,Combination,6.0
201807310012,,5.0,,Successful Rescue,
201807310025,6.0,,,Combination,4.0
201807310028,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201807310030,1.0,,,,
201808010001,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201808010004,,,,Hostage(s) released by perpetrators,
201808020007,15.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201808020034,3.0,2.0,,Hostage(s) killed (not during rescue attempt),0.0
201808020046,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201808030006,,,,Hostage(s) released by perpetrators,
201808030008,6.0,,40.0,Hostage(s) released by perpetrators,6.0
201808030027,4.0,,,,
201808040010,1.0,,,,
201808040017,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201808040018,1.0,,,,
201808050031,7.0,,,,
201808050042,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201808060019,7.0,,,Hostage(s) killed (not during rescue attempt),0.0
201808060035,1.0,,,,
201808070002,4.0,,,,
201808070016,5.0,,,,
201808070027,1.0,,,Hostage(s) released by perpetrators,1.0
201808070028,1.0,,,Hostage(s) released by perpetrators,1.0
201808070037,11.0,,,Hostage(s) killed (not during rescue attempt),0.0
201808070038,4.0,,,Combination,1.0
201808070051,1.0,,7.0,Hostage(s) released by perpetrators,1.0
201808080034,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201808090003,5.0,,,,
201808090037,4.0,,,,
201808090038,,,,Successful Rescue,
201808090043,,,,,
201808110030,77.0,,,,
201808120023,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201808120029,1.0,,,,
201808130002,5.0,,,,
201808130005,3.0,,,,
201808130011,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201808130016,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201808140010,1.0,,41.0,Hostage(s) released by perpetrators,1.0
201808140024,40.0,,,,
201808140035,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201808150028,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201808150055,1.0,,,Hostage(s) released by perpetrators,1.0
201808160004,1.0,,87.0,Hostage(s) released by perpetrators,
201808160005,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201808160013,1.0,,,,
201808180010,3.0,,,Hostage(s) released by perpetrators,3.0
201808180023,4.0,,,,
201808200009,170.0,,,Combination,149.0
201808210019,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201808210020,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201808210023,1.0,,,,
201808210031,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201808230028,3.0,,,Combination,2.0
201808240010,12.0,,,Hostage(s) released by perpetrators,12.0
201808260008,1.0,,,,
201808260019,1.0,,,,
201808260023,3.0,,,Combination,
201808280038,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201808290002,6.0,,,Hostage(s) released by perpetrators,6.0
201808290029,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201808290036,1.0,,9.0,Hostage(s) released by perpetrators,1.0
201808290039,3.0,,,Combination,3.0
201808300013,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201808300016,1.0,,,,
201808300017,2.0,,,Successful Rescue,2.0
201808300021,1.0,,,Hostage(s) released by perpetrators,1.0
201808300022,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201808300023,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201808300024,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201808300025,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201808300026,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201808300027,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201808300028,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201808300029,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201808300030,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201808310007,2.0,,76.0,Hostage(s) released by perpetrators,2.0
201808310008,1.0,,,Hostage(s) released by perpetrators,1.0
201808310009,1.0,,,Hostage(s) released by perpetrators,1.0
201808310010,1.0,,,Hostage(s) released by perpetrators,1.0
201808310011,1.0,,,Hostage(s) released by perpetrators,1.0
201808310025,1.0,,42.0,Hostage(s) released by perpetrators,1.0
201809010016,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201809010030,2.0,,,,
201809010031,1.0,,,,
201809010032,2.0,,5.0,Hostage(s) released by perpetrators,2.0
201809020019,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201809020035,11.0,,27.0,Hostage(s) released by perpetrators,11.0
201809030001,1.0,,,,
201809030006,61.0,,26.0,Combination,61.0
201809030007,,,,Hostage(s) released by perpetrators,
201809030008,,,,Hostage(s) released by perpetrators,
201809030009,,,,Hostage(s) released by perpetrators,
201809030017,8.0,,4.0,Hostage(s) released by perpetrators,8.0
201809040003,4.0,,,,
201809040008,21.0,,2.0,Successful Rescue,21.0
201809040012,1.0,,0.0,Hostage(s) released by perpetrators,1.0
201809050032,1.0,,,,
201809050038,1.0,,,,
201809060007,1.0,,,,
201809060015,9.0,,,Hostage(s) killed (not during rescue attempt),0.0
201809070004,1.0,,12.0,Hostage(s) released by perpetrators,1.0
201809070020,,,,,
201809070021,,,,,
201809070022,2.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201809070028,4.0,,,,
201809070031,35.0,,,Hostage(s) released by perpetrators,35.0
201809080039,100.0,,,Hostage(s) released by perpetrators,100.0
201809080040,92.0,,,Hostage(s) released by perpetrators,92.0
201809090003,1.0,,,,
201809090009,7.0,,,,
201809090016,1.0,,,,
201809090017,1.0,,,,
201809090018,1.0,,,,
201809090022,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201809090023,5.0,,,,
201809090025,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
