eventid,nhostkid,nhours,ndays,hostkidoutcome_txt,nreleased
201011280008,1.0,,,,
201011280013,1.0,,3.0,Hostage(s) released by perpetrators,1.0
201011290008,1.0,15.0,,Successful Rescue,1.0
201011290015,9.0,,,,
201011290016,3.0,,,Combination,0.0
201011290018,4.0,,,,4.0
201011300002,2.0,,,Hostage(s) released by perpetrators,2.0
201011300007,2.0,,,Hostage(s) released by perpetrators,2.0
201012010005,16.0,,2.0,Hostage(s) released by perpetrators,16.0
201012010006,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201012010014,1.0,,,,
201012020009,1.0,,,,
201012040006,1.0,,4.0,Hostage(s) released by perpetrators,1.0
201012060001,1.0,,,,
201012060005,3.0,,,Combination,0.0
201012070002,2.0,,,,
201012070013,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201012070018,23.0,,24.0,Hostage(s) released by perpetrators,23.0
201012080006,8.0,,,Combination,
201012080016,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201012090001,18.0,,1.0,Successful Rescue,18.0
201012090010,6.0,,,Combination,4.0
201012090011,1.0,,,Hostage(s) released by perpetrators,1.0
201012100003,5.0,,1.0,Hostage(s) released by perpetrators,5.0
201012110017,3.0,,,Successful Rescue,3.0
201012130001,4.0,,,Successful Rescue,4.0
201012130004,,,,,
201012140003,2.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201012150009,1.0,,,,
201012160004,1.0,,31.0,Hostage(s) released by perpetrators,1.0
201012180003,1.0,,6.0,Hostage(s) killed (not during rescue attempt),0.0
201012180004,50.0,,,,
201012180009,1.0,,,,
201012200002,1.0,,,,
201012200003,10.0,,,,
201012210003,5.0,,,,
201012210006,1.0,,36.0,Hostage(s) killed (not during rescue attempt),0.0
201012210010,5.0,,,Combination,
201012210011,2.0,,,,
201012220002,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201012220004,1.0,,,,
201012260003,1.0,,,Successful Rescue,1.0
201012260004,,,,,
201012260005,12.0,,,,
201012260006,,,,,
201012260008,5.0,,,,
201012270021,2.0,,49.0,Hostage(s) released by perpetrators,2.0
201101040008,1.0,,7.0,Hostage(s) released by perpetrators,1.0
201101040015,1.0,,,,
201101060004,7.0,,,Combination,
201101060016,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201101060017,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201101070008,2.0,,1.0,Attempted Rescue,0.0
201101080008,1.0,,,Hostage(s) released by perpetrators,1.0
201101100004,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201101110016,3.0,,3.0,Successful Rescue,0.0
201101130002,3.0,,,,
201101130015,3.0,,,Hostage(s) escaped (not during rescue attempt),0.0
201101150004,2.0,,11.0,Hostage(s) killed (not during rescue attempt),0.0
201101150008,1.0,,,,
201101160010,7.0,,,,
201101160011,8.0,,,,
201101160013,3.0,,2.0,Hostage(s) killed (not during rescue attempt),3.0
201101180010,2.0,,,,
201101180013,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201101190008,5.0,,,,
201101190009,5.0,,,,
201101200005,2.0,,174.0,Hostage(s) released by perpetrators,2.0
201101210003,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201101230019,21.0,,33.0,Combination,21.0
201101250013,6.0,,17.0,Hostage(s) released by perpetrators,6.0
201101250021,1.0,,4.0,Hostage(s) escaped (not during rescue attempt),0.0
201101280008,1.0,,613.0,Hostage(s) killed (not during rescue attempt),0.0
201101280011,1.0,,,,
201101300003,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201102010003,2.0,,,,
201102010015,1.0,,18.0,Hostage(s) released by perpetrators,1.0
201102010017,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201102020019,4.0,,440.0,Hostage(s) released by perpetrators,4.0
201102030014,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201102060013,11.0,,9.0,Hostage(s) released by perpetrators,11.0
201102090012,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201102120002,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201102130014,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201102140007,6.0,,,Combination,2.0
201102150003,3.0,,69.0,Successful Rescue,3.0
201102160005,1.0,,8.0,Hostage(s) released by perpetrators,1.0
201102180005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201102190001,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201102190011,1.0,,8.0,Hostage(s) killed (not during rescue attempt),0.0
201102210011,1.0,,14.0,Successful Rescue,0.0
201102240009,1.0,,1.0,Hostage(s) escaped (not during rescue attempt),0.0
201102240010,30.0,,,,0.0
201102250003,1.0,,,Hostage(s) released by perpetrators,0.0
201102260006,3.0,,,Combination,2.0
201102280012,1.0,,,,
201103010017,4.0,,,Combination,
201103020002,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201103030001,2.0,,16.0,Combination,1.0
201103030002,1.0,,6.0,Successful Rescue,1.0
201103030012,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201103060001,2.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201103070008,23.0,,,Combination,21.0
201103080015,1.0,,299.0,Hostage(s) released by perpetrators,1.0
201103090002,1.0,,190.0,Hostage(s) released by perpetrators,1.0
201103100014,1.0,,4.0,Hostage(s) released by perpetrators,1.0
201103130001,30.0,,,,
201103150012,5.0,,,,
201103150020,9.0,,,,
201103160001,2.0,17.0,,Hostage(s) released by perpetrators,2.0
201103170007,2.0,,7.0,Hostage(s) killed (not during rescue attempt),0.0
201103170014,6.0,,,,
201103180005,30.0,,,,
201103190004,3.0,,,Combination,
201103190010,2.0,,,,
201103200002,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201103210006,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201103220003,20.0,,1.0,Hostage(s) released by perpetrators,20.0
201103220013,4.0,,,,
201103250008,45.0,,,Combination,
201103260003,4.0,,,,
201103270009,,,,,
201103270012,50.0,,18.0,Combination,42.0
201103300009,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201104010009,16.0,,4.0,Hostage(s) released by perpetrators,16.0
201104030004,1.0,,,,
201104050007,3.0,,,Combination,2.0
201104060001,1.0,,40.0,Successful Rescue,1.0
201104070001,,,,Combination,
201104080007,5.0,,,,
201104100009,2.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201104110004,1.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201104120005,1.0,6.0,,Hostage(s) killed (not during rescue attempt),0.0
201104120008,3.0,,,,
201104130001,6.0,,,,
201104140001,3.0,,,,
201104140005,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201104170011,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201104170012,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201104170013,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201104180002,10.0,,2.0,Hostage(s) released by perpetrators,10.0
201104180007,2.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201104190006,3.0,,,Combination,
201104200002,1.0,,,,
201104200010,1.0,,,,
201104200011,1.0,3.0,,Hostage(s) killed (not during rescue attempt),0.0
201104220007,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201104270001,1.0,,,,
201104270013,1.0,,,,
201104280015,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201104290008,3.0,,,Hostage(s) released by perpetrators,3.0
201104300005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201104300006,8.0,,,,
201104300007,1.0,,,,
201105030014,1.0,,,,
201105040005,1.0,,,Hostage(s) released by perpetrators,1.0
201105070012,5.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201105080022,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201105090002,1.0,,7.0,Hostage(s) killed (not during rescue attempt),0.0
201105090013,3.0,,,Combination,2.0
201105090015,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201105090016,3.0,,,Combination,1.0
201105100001,2.0,,,Hostage(s) escaped (not during rescue attempt),2.0
201105100015,5.0,,,Attempted Rescue,
201105110013,1.0,,2.0,Successful Rescue,1.0
201105120006,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201105120015,2.0,,301.0,Attempted Rescue,0.0
201105130002,2.0,,13.0,Hostage(s) released by perpetrators,2.0
201105130004,4.0,,,Combination,3.0
201105140009,2.0,,,,
201105150008,7.0,,2.0,Hostage(s) released by perpetrators,7.0
201105150012,2.0,,,Combination,1.0
201105150013,1.0,,,,
201105160015,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201105160016,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201105180004,13.0,,,,
201105190015,1.0,,,,
201105200009,10.0,,,,
201105210009,2.0,,,Hostage(s) released by perpetrators,2.0
201105210014,23.0,,,,
201105220006,200.0,,2.0,Successful Rescue,200.0
201105230007,3.0,,,,
201105240010,2.0,,,Hostage(s) released by perpetrators,2.0
201105250010,2.0,,,Hostage(s) released by perpetrators,2.0
201105250018,1.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201105290008,8.0,,,,
201105290012,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201105300004,1.0,,,,
201106010024,2.0,,,Combination,1.0
201106010032,2.0,,,Hostage(s) released by perpetrators,2.0
201106030013,2.0,,,Combination,1.0
201106030014,1.0,,,,1.0
201106030015,1.0,,16.0,Hostage(s) escaped (not during rescue attempt),1.0
201106030018,2.0,,,Combination,
201106040005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201106050012,5.0,,,,
201106050014,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201106050017,1.0,,,,
201106060002,4.0,,,,
201106060012,10.0,,,,
201106060013,15.0,,,,
201106070005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201106080006,8.0,,,Combination,3.0
201106100006,3.0,,,Combination,0.0
201106110004,25.0,,,Combination,7.0
201106110007,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201106110008,8.0,,,,
201106130008,1.0,,,,
201106130012,1.0,,,,
201106130014,1.0,,,,
201106140005,10.0,,,,
201106160009,100.0,,,,
201106170004,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201106180009,9.0,,,,
201106190013,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201106200009,3.0,,,,
201106220009,1.0,,,,
201106240005,4.0,,,Combination,3.0
201106240006,1.0,,2.0,,
201106250003,5.0,,,,
201106270002,8.0,,,,
201106270003,10.0,,,,
201106280010,,,,,
201106290012,50.0,,,Hostage(s) released by perpetrators,50.0
201106300011,2.0,,,,
201106300016,6.0,,,,
201107010003,3.0,,10.0,Hostage(s) killed (not during rescue attempt),0.0
201107010004,4.0,,2.0,Hostage(s) released by perpetrators,4.0
201107010007,2.0,,258.0,Hostage(s) released by perpetrators,2.0
201107010008,2.0,,,,
201107020003,7.0,,,Hostage(s) released by perpetrators,7.0
201107020008,2.0,,,,
201107040020,1.0,,,,
201107050003,5.0,,,,
201107050004,13.0,,,Combination,
201107050012,6.0,,3.0,Combination,4.0
201107050013,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201107060011,32.0,,5.0,Combination,24.0
201107070012,2.0,,4.0,Hostage(s) killed (not during rescue attempt),0.0
201107070013,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201107070014,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201107080007,4.0,,15.0,Combination,1.0
201107090007,3.0,,,,
201107110005,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201107110007,33.0,,7.0,Combination,16.0
201107110013,3.0,,152.0,Combination,3.0
201107120021,1.0,,,,
201107130005,2.0,,5.0,Hostage(s) released by perpetrators,2.0
201107130007,1.0,,,,
201107130008,8.0,,,,
201107140009,1.0,,,,
201107150005,3.0,,,Hostage(s) released by perpetrators,3.0
201107170006,12.0,,,Combination,9.0
201107180002,8.0,,,,
201107180004,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201107180007,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201107190005,20.0,,,,
201107190009,12.0,,,Combination,4.0
201107210004,1.0,,,Hostage(s) released by perpetrators,1.0
201107220007,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201107230002,10.0,,,,
201107230003,5.0,,,Combination,
201107230004,4.0,,,,
201107230011,1.0,,67.0,Hostage(s) released by perpetrators,1.0
201107240009,1.0,,,,
201107260007,30.0,,,,
201107270004,2.0,,4.0,Hostage(s) released by perpetrators,2.0
201107270007,2.0,,,Combination,1.0
201107280010,2.0,,,Combination,1.0
201107290003,,,,,
201107290004,15.0,,1.0,Combination,
201107310008,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201108010006,5.0,24.0,,Hostage(s) killed (not during rescue attempt),3.0
201108030005,3.0,,,,
201108060003,3.0,,62.0,Hostage(s) released by perpetrators,3.0
201108060004,1.0,,,,
201108070001,1.0,,3.0,Hostage(s) released by perpetrators,1.0
201108080001,2.0,,10.0,Hostage(s) killed (not during rescue attempt),0.0
201108100007,3.0,,,,
201108110006,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201108110009,8.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201108110013,1.0,,,Combination,
201108130002,2.0,,,,
201108130011,1.0,,1250.0,Hostage(s) killed (not during rescue attempt),0.0
201108140002,1.0,,11.0,Hostage(s) killed (not during rescue attempt),0.0
201108140007,4.0,,,,
201108140008,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201108140013,1.0,,127.0,Hostage(s) released by perpetrators,1.0
201108150002,7.0,,,Hostage(s) killed (not during rescue attempt),0.0
201108150014,3.0,,,Hostage(s) released by perpetrators,3.0
201108160002,2.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201108170009,3.0,3.0,,Hostage(s) released by perpetrators,3.0
201108170012,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201108180008,2.0,,,Combination,1.0
201108180028,15.0,,,,
201108210010,1.0,,8.0,Hostage(s) released by perpetrators,1.0
201108210019,2.0,,7.0,Hostage(s) released by perpetrators,2.0
201108220007,14.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201108230002,3.0,,,,
201108240024,1.0,,,,
201108240025,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201108240026,8.0,,,,
201108260012,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201108270002,1.0,,,,
201108270013,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201108290005,4.0,,,Combination,2.0
201109010009,27.0,,,,
201109010018,3.0,,,,
201109020007,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201109040009,3.0,,,Hostage(s) released by perpetrators,3.0
201109050007,1.0,,16.0,Hostage(s) killed (not during rescue attempt),0.0
201109050009,2.0,,,,
201109060011,10.0,,,Combination,
201109070006,4.0,,3.0,Combination,3.0
201109070007,3.0,,3.0,Combination,2.0
201109070008,1.0,,,,
201109070010,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201109070011,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201109070019,2.0,,,,
201109080003,8.0,,,Combination,4.0
201109080004,4.0,,,,
201109110001,4.0,,,Combination,
201109110009,1.0,,192.0,Hostage(s) released by perpetrators,1.0
201109120015,2.0,,,Hostage(s) released by perpetrators,2.0
201109130005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201109190001,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201109190012,1.0,,4.0,Hostage(s) killed (not during rescue attempt),0.0
201109190016,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201109200012,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201109230023,1.0,,13.0,Hostage(s) killed (not during rescue attempt),0.0
201109250006,14.0,,,,
201109260009,1.0,,5.0,Successful Rescue,1.0
201109260011,2.0,,,,
201109270016,1.0,,,,0.0
201109270017,2.0,,,,0.0
201109270018,1.0,,,,0.0
201109270019,9.0,,,,5.0
201109270021,1.0,,,,0.0
201109280001,3.0,,,,
201109280012,3.0,,,,0.0
201109290007,12.0,,,,
201109300001,34.0,,,Combination,4.0
201109300002,34.0,,,,
201110010001,1.0,,,,
201110010002,1.0,,18.0,Hostage(s) killed (not during rescue attempt),0.0
201110010003,,,,Hostage(s) released by perpetrators,
201110010004,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201110010012,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201110020005,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201110020008,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201110030002,40.0,3.0,,Hostage(s) released by perpetrators,40.0
201110030014,,,,,
201110050010,1.0,,919.0,Hostage(s) released by perpetrators,1.0
201110080005,2.0,,,,
201110080007,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201110100006,4.0,,1.0,Hostage(s) released by perpetrators,4.0
201110100011,1.0,,,,
201110110011,1.0,,,,
201110120003,3.0,,,Hostage(s) released by perpetrators,3.0
201110130004,2.0,,643.0,Hostage(s) released by perpetrators,
201110130008,2.0,,,,
201110150007,3.0,,1.0,Combination,2.0
201110160001,3.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201110160007,,,,,
201110170012,2.0,,,,
201110180011,2.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201110180017,18.0,,,,
201110190008,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201110200007,2.0,,32.0,Hostage(s) released by perpetrators,2.0
201110200009,1.0,,,,
201110220011,3.0,,270.0,Hostage(s) released by perpetrators,3.0
201110240002,2.0,,,,
201110240012,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201110250001,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201110250004,10.0,,,,
201110260004,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201110260028,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201110290001,3.0,,15.0,Hostage(s) killed (not during rescue attempt),0.0
201110310001,15.0,,5.0,Hostage(s) released by perpetrators,15.0
201111010048,15.0,,5.0,Hostage(s) released by perpetrators,15.0
201111020003,2.0,,2.0,Successful Rescue,2.0
201111020017,4.0,,,,
201111020022,3.0,,,,
201111020035,1.0,,13.0,Hostage(s) released by perpetrators,1.0
201111030001,,3.0,,Successful Rescue,
201111030037,1.0,,,,
201111040031,10.0,,,,
201111050009,2.0,,31.0,Hostage(s) released by perpetrators,2.0
201111050032,1.0,,56.0,Hostage(s) killed (not during rescue attempt),0.0
201111050039,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201111060010,1.0,,0.0,Hostage(s) killed (not during rescue attempt),0.0
201111060013,1.0,,,,
201111090022,10.0,,,,
201111100017,3.0,,,,
201111110019,24.0,,,Successful Rescue,24.0
201111130001,2.0,24.0,1.0,Hostage(s) killed (not during rescue attempt),0.0
201111130016,1.0,2.0,,Successful Rescue,1.0
201111140008,11.0,,,,
201111150010,2.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201111150012,1.0,,,,
201111150035,3.0,,,,
201111160060,1.0,,,,
201111190030,1.0,,874.0,Hostage(s) released by perpetrators,1.0
201111200023,2.0,,35.0,Hostage(s) released by perpetrators,2.0
201111200039,9.0,,1.0,Combination,8.0
201111210048,1.0,,34.0,Hostage(s) released by perpetrators,1.0
201111220015,3.0,,2.0,Hostage(s) released by perpetrators,3.0
201111240017,2.0,,,,
201111240026,2.0,,1111.0,Combination,1.0
201111240044,2.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201111250009,2.0,,,,
201111250020,3.0,,2078.0,Hostage(s) released by perpetrators,3.0
201111270045,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201111300006,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201111300022,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201111300026,2.0,3.0,,Hostage(s) released by perpetrators,2.0
201111300036,1.0,6.0,,Hostage(s) killed (not during rescue attempt),
