eventid,gname
201609210112,Islamic State of Iraq and the Levant (ISIL)
201609210113,Islamic State of Iraq and the Levant (ISIL)
201609210114,Islamic State of Iraq and the Levant (ISIL)
201609210115,Islamic State of Iraq and the Levant (ISIL)
201609210116,Islamic State of Iraq and the Levant (ISIL)
201609210117,Islamic State of Iraq and the Levant (ISIL)
201609210118,Islamic State of Iraq and the Levant (ISIL)
201609210119,Islamic State of Iraq and the Levant (ISIL)
201609210120,Islamic State of Iraq and the Levant (ISIL)
201609210121,Islamic State of Iraq and the Levant (ISIL)
201609210122,Islamic State of Iraq and the Levant (ISIL)
201609210123,Islamic State of Iraq and the Levant (ISIL)
201609210124,Islamic State of Iraq and the Levant (ISIL)
201609210125,Islamic State of Iraq and the Levant (ISIL)
201609210126,Islamic State of Iraq and the Levant (ISIL)
201609210127,Islamic State of Iraq and the Levant (ISIL)
201609210128,Islamic State of Iraq and the Levant (ISIL)
201609210129,Islamic State of Iraq and the Levant (ISIL)
201609210130,Islamic State of Iraq and the Levant (ISIL)
201609210132,Al-Shabaab
201609210133,People's Protection Units (YPG)
201609210134,People's Protection Units (YPG)
201609210148,Khorasan Chapter of the Islamic State
201609210149,Khorasan Chapter of the Islamic State
201609210150,Khorasan Chapter of the Islamic State
201609210151,Khorasan Chapter of the Islamic State
201609210152,Sinai Province of the Islamic State
201609220001,Al-Shabaab
201609220002,Al-Shabaab
201609220003,Taliban
201609220005,Baloch Republican Army (BRA)
201609220011,Allied Democratic Forces (ADF)
201609220012,Tripoli Province of the Islamic State
201609220013,Islamic State of Iraq and the Levant (ISIL)
201609220014,Islamic State of Iraq and the Levant (ISIL)
201609220016,Islamic State of Iraq and the Levant (ISIL)
201609220017,Maoists
201609220019,Islamic State of Iraq and the Levant (ISIL)
201609220027,Kurdistan Workers' Party (PKK)
201609220028,Kurdistan Workers' Party (PKK)
201609220029,Kurdistan Workers' Party (PKK)
201609220043,Kamwina Nsapu Militia
201609230002,Runda Kumpulan Kecil (RKK)
201609230003,Sinai Province of the Islamic State
201609230011,Halqa-e-Mehsud
201609230021,Niger Delta Avengers (NDA)
201609230023,Sinai Province of the Islamic State
201609230024,Communist Party of India - Maoist (CPI-Maoist)
201609230025,Communist Party of India - Maoist (CPI-Maoist)
201609230026,Communist Party of India - Maoist (CPI-Maoist)
201609230043,Kamwina Nsapu Militia
201609230044,Taliban
201609230072,Maoists
201609240004,Al-Shabaab
201609240009,Taliban
201609240011,Taliban
201609240016,Islamic State of Iraq and the Levant (ISIL)
201609240019,Al-Shabaab
201609240022,Islamic State of Iraq and the Levant (ISIL)
201609240023,Islamic State of Iraq and the Levant (ISIL)
201609240027,Sinai Province of the Islamic State
201609240028,Sinai Province of the Islamic State
201609240030,Maoists
201609240032,National Democratic Front of Bodoland (NDFB)
201609240034,Kurdistan Workers' Party (PKK)
201609240035,Ahrar al-Sham
201609240038,Taliban
201609240039,Houthi extremists (Ansar Allah)
201609250003,Al-Shabaab
201609250004,Kurdistan Workers' Party (PKK)
201609250006,Muslim extremists
201609250009,Islamic State of Iraq and the Levant (ISIL)
201609250012,Baloch Republican Army (BRA)
201609250013,Al-Qaida in the Islamic Maghreb (AQIM)
201609250015,New People's Army (NPA)
201609250021,Fulani extremists
201609250021,Boko Haram
201609250023,Islamic State of Iraq and the Levant (ISIL)
201609250028,Muslim extremists
201609250029,Muslim extremists
201609250030,Anti-Muslim extremists
201609250034,Maoists
201609260001,Houthi extremists (Ansar Allah)
201609260006,Al-Shabaab
201609260011,Patriotic Europeans against the Islamization of the West (PEGIDA)
201609260012,Patriotic Europeans against the Islamization of the West (PEGIDA)
201609260013,Hizbul Mujahideen (HM)
201609260021,People's Liberation Front of India
201609260025,Boko Haram
201609260026,Boko Haram
201609260028,Boko Haram
201609260029,Fulani extremists
201609260030,Fulani extremists
201609260036,Islamic State of Iraq and the Levant (ISIL)
201609260041,Islamic State of Iraq and the Levant (ISIL)
201609260042,Islamic State of Iraq and the Levant (ISIL)
201609260043,Islamic State of Iraq and the Levant (ISIL)
201609260044,Islamic State of Iraq and the Levant (ISIL)
201609260045,Islamic State of Iraq and the Levant (ISIL)
201609260052,Taliban
201609260053,Fulani extremists
201609260059,Kurdistan Workers' Party (PKK)
201609270002,Al-Qaida in the Arabian Peninsula (AQAP)
201609270003,Baloch Republican Army (BRA)
201609270004,Baloch Liberation Front (BLF)
201609270008,Tehrik-i-Taliban Pakistan (TTP)
201609270015,New People's Army (NPA)
201609270016,Kurdistan Workers' Party (PKK)
201609270018,Baloch Liberation Front (BLF)
201609270023,Islamic State of Iraq and the Levant (ISIL)
201609270024,Islamic State of Iraq and the Levant (ISIL)
201609270035,Taliban
201609270039,"Return, Reclamation, Rehabilitation (3R)"
201609270040,Revolutionary Armed Forces of Colombia (FARC)
201609280001,Sinai Province of the Islamic State
201609280009,Taliban
201609280012,Islamic State of Iraq and the Levant (ISIL)
201609280013,Islamic State of Iraq and the Levant (ISIL)
201609280014,Islamic State of Iraq and the Levant (ISIL)
201609280028,Allied Democratic Forces (ADF)
201609280029,Allied Democratic Forces (ADF)
201609280030,Paraguayan People's Army (EPP)
201609280031,Mapuche extremists
201609280032,Houthi extremists (Ansar Allah)
201609280033,Houthi extremists (Ansar Allah)
201609280034,Houthi extremists (Ansar Allah)
201609290001,Al-Shabaab
201609290004,Hasam Movement
201609290011,Taliban
201609290014,Adan-Abyan Province of the Islamic State
201609290016,Houthi extremists (Ansar Allah)
201609290017,Garo National Liberation Army
201609290017,Achik Songna An'pachakgipa Kotok (ASAK)
201609290020,Neo-Nazi extremists
201609290021,Kurdistan Workers' Party (PKK)
201609290023,Houthi extremists (Ansar Allah)
201609290025,Niger Delta Greenland Justice Mandate (NDGJM)
201609290027,Al-Shabaab
201609290028,Islamic State of Iraq and the Levant (ISIL)
201609290029,Taliban
201609290038,Taliban
201609290040,Paraguayan People's Army (EPP)
201609290042,Mapuche extremists
201609300001,Tehrik al-Mojahedin
201609300003,Adan-Abyan Province of the Islamic State
201609300008,Muslim extremists
201609300011,Shamiya Front
201609300012,Muslim extremists
201609300026,Islamic State of Iraq and the Levant (ISIL)
201609300030,Islamic State of Iraq and the Levant (ISIL)
201609300039,Islamic State of Iraq and the Levant (ISIL)
201609300045,Islamic State of Iraq and the Levant (ISIL)
201609300047,Taliban
201609300052,Paraguayan People's Army (EPP)
201610010001,Al-Shabaab
201610010002,Sinai Province of the Islamic State
201610010003,Sinai Province of the Islamic State
201610010004,Sinai Province of the Islamic State
201610010005,Taliban
201610010007,Houthi extremists (Ansar Allah)
201610010019,Baloch Liberation Front (BLF)
201610010028,Islamic State of Iraq and the Levant (ISIL)
201610010029,Islamic State of Iraq and the Levant (ISIL)
201610010030,Islamic State of Iraq and the Levant (ISIL)
201610010031,Islamic State of Iraq and the Levant (ISIL)
201610010032,Islamic State of Iraq and the Levant (ISIL)
201610010034,Islamic State of Iraq and the Levant (ISIL)
201610010035,Anti-Semitic extremists
201610010036,Maoists
201610010036,Khorasan Chapter of the Islamic State
201610010041,Al-Shabaab
201610010046,Al-Shabaab
201610010048,Maoists
201610010049,Maoists
201610010051,Islamic State of Iraq and the Levant (ISIL)
201610010055,Islamic State of Iraq and the Levant (ISIL)
201610020003,Sinai Province of the Islamic State
201610020004,Khorasan Chapter of the Islamic State
201610020009,Islamic State of Iraq and the Levant (ISIL)
201610020012,Abu Sayyaf Group (ASG)
201610020017,Tripoli Province of the Islamic State
201610020018,Tripoli Province of the Islamic State
201610020026,Houthi extremists (Ansar Allah)
201610020038,Martyr al-Nimr Battalion
201610020040,Revolutionary Armed Forces of Colombia (FARC)
201610020041,Taliban
201610020043,Taliban
201610020044,Taliban
201610020045,Taliban
201610020057,Houthi extremists (Ansar Allah)
201610030004,Islamic State of Iraq and the Levant (ISIL)
201610030005,Islamic State of Iraq and the Levant (ISIL)
201610030006,Islamic State of Iraq and the Levant (ISIL)
201610030008,Islamic State of Iraq and the Levant (ISIL)
201610030013,Hizbul Mujahideen (HM)
201610030015,Taliban
201610030016,Taliban
201610030019,Taliban
201610030021,Sinai Province of the Islamic State
201610030023,Taliban
201610030026,Houthi extremists (Ansar Allah)
201610030027,Houthi extremists (Ansar Allah)
201610030028,Taliban
201610030029,Taliban
201610030031,Taliban
201610030032,Taliban
201610030033,Islamic State of Iraq and the Levant (ISIL)
201610030034,Islamic State of Iraq and the Levant (ISIL)
201610030035,Islamic State of Iraq and the Levant (ISIL)
201610030037,Ansar al-Dine (Mali)
201610030038,Ansar al-Dine (Mali)
201610030042,Communist Party of India - Maoist (CPI-Maoist)
201610030043,Tripoli Province of the Islamic State
201610030045,Taliban
201610030052,Communist Party of India - Maoist (CPI-Maoist)
201610030053,Mozambique National Resistance Movement (MNR)
201610030054,Khorasan Chapter of the Islamic State
201610030055,Mozambique National Resistance Movement (MNR)
201610030058,Maoists
201610030062,Houthi extremists (Ansar Allah)
201610040005,Islamic State of Iraq and the Levant (ISIL)
201610040008,Islamic State of Iraq and the Levant (ISIL)
201610040010,Lashkar-e-Jhangvi
201610040011,Allied Democratic Forces (ADF)
201610040012,Allied Democratic Forces (ADF)
201610040015,Muslim extremists
201610040016,Al-Shabaab
201610040020,Al-Shabaab
201610040021,Taliban
201610040025,Taliban
201610040030,National Liberation Army of Colombia (ELN)
201610040032,Shura Council of Benghazi Revolutionaries
201610040032,Barqa Province of the Islamic State
201610040037,Muslim extremists
201610040042,Taliban
201610040049,Left-wing extremists
201610040058,Anti-White extremists
201610040061,Muslim extremists
201610050006,Islamic State of Iraq and the Levant (ISIL)
201610050011,Baloch Liberation Army (BLA)
201610050011,Baloch Liberation Front (BLF)
201610050014,Muslim extremists
201610050027,Al-Shabaab
201610050032,Taliban
201610050035,Taliban
201610050038,Taliban
201610050041,Taliban
201610050042,Muslim extremists
201610050043,Muslim extremists
201610050045,Ahfad al-Sahaba-Aknaf Bayt al-Maqdis
201610050048,People's Revolutionary Party of Kangleipak (PREPAK)
201610050051,Taliban
201610050054,Houthi extremists (Ansar Allah)
201610050055,Houthi extremists (Ansar Allah)
201610050086,Houthi extremists (Ansar Allah)
201610060001,Kurdistan Freedom Hawks (TAK)
201610060001,Kurdistan Workers' Party (PKK)
201610060002,Islamic State of Iraq and the Levant (ISIL)
201610060006,Islamic State of Iraq and the Levant (ISIL)
201610060007,Islamic State of Iraq and the Levant (ISIL)
201610060010,Al-Qaida in the Islamic Maghreb (AQIM)
201610060010,Boko Haram
201610060015,Al-Shabaab
201610060016,Al-Shabaab
201610060018,Taliban
201610060019,Taliban
201610060020,Taliban
201610060022,Houthi extremists (Ansar Allah)
201610060030,Taliban
201610060032,Taliban
201610060033,Communist Party of India - Maoist (CPI-Maoist)
201610060034,Communist Party of India - Maoist (CPI-Maoist)
201610060039,Maoists
201610060041,Kangleipak Communist Party (KCP)
201610060043,Kani Brigade
201610060043,Tripoli Province of the Islamic State
201610060044,Mozambique National Resistance Movement (MNR)
201610060047,Right-wing extremists
201610060048,Taliban
201610070003,Islamic State of Iraq and the Levant (ISIL)
201610070005,Islamic State of Iraq and the Levant (ISIL)
201610070006,Islamic State of Iraq and the Levant (ISIL)
201610070007,Islamic State of Iraq and the Levant (ISIL)
201610070008,Baloch Liberation Army (BLA)
201610070009,Baloch Liberation Army (BLA)
201610070011,Lashkar-e-Jhangvi
201610070012,Ahle Sunnat Wal Jamaat (ASWJ-Pakistan)
201610070012,Lashkar-e-Jhangvi
201610070014,People's Liberation Front of India
201610070018,Sinai Province of the Islamic State
201610070019,Taliban
201610070024,Taliban
201610070025,Taliban
201610070075,Taliban
201610070076,Janjaweed
201610080007,Islamic State of Iraq and the Levant (ISIL)
201610080011,Hasam Movement
201610080012,Sinai Province of the Islamic State
201610080014,Taliban
201610080016,Taliban
201610080017,Taliban
201610080021,Baloch Republican Army (BRA)
201610080023,Taliban
201610080024,Tehrik-e-Hurriyat (TeH)
201610080026,Al-Shabaab
201610080028,Sudan People's Liberation Movement in Opposition (SPLM-IO)
201610080029,National Democratic Alliance Army (NDAA-ESSA)
201610080040,Houthi extremists (Ansar Allah)
201610080041,Houthi extremists (Ansar Allah)
201610080042,Houthi extremists (Ansar Allah)
201610090001,Kurdistan Workers' Party (PKK)
201610090003,Islamic State of Iraq and the Levant (ISIL)
201610090007,Islamic State of Iraq and the Levant (ISIL)
201610090009,Islamic State of Iraq and the Levant (ISIL)
201610090011,Houthi extremists (Ansar Allah)
201610090012,Hamas (Islamic Resistance Movement)
201610090014,Houthi extremists (Ansar Allah)
201610090017,Allied Democratic Forces (ADF)
201610090018,Islamic State of Iraq and the Levant (ISIL)
201610090020,Islamic State of Iraq and the Levant (ISIL)
201610090021,Kurdistan Workers' Party (PKK)
201610090023,Taliban
201610090024,Taliban
201610090027,Rohingya Solidarity Organization
201610090027,Al-Yakin Mujahidin
201610090028,Al-Yakin Mujahidin
201610090028,Rohingya Solidarity Organization
201610090029,Rohingya Solidarity Organization
201610090029,Al-Yakin Mujahidin
201610090036,Al-Qaida in the Arabian Peninsula (AQAP)
201610090038,Taliban
201610090041,Taliban
201610090047,Houthi extremists (Ansar Allah)
201610100006,Islamic State of Iraq and the Levant (ISIL)
201610100013,Al-Shabaab
201610100019,Houthi extremists (Ansar Allah)
201610100032,Taliban
201610100033,Taliban
201610100035,Jaish-e-Mohammad (JeM)
201610100035,Lashkar-e-Taiba (LeT)
201610100036,Taliban
201610100039,Kurdistan Workers' Party (PKK)
201610100046,Allied Democratic Forces (ADF)
201610100048,Sudan People's Liberation Movement in Opposition (SPLM-IO)
201610100051,Hijaz Province of the Islamic State
201610100053,Kuki National Front (KNF)
201610100096,Free Syrian Army
201610100099,Houthi extremists (Ansar Allah)
201610110006,Khorasan Chapter of the Islamic State
201610110007,Baloch Liberation Front (BLF)
201610110008,Sinai Province of the Islamic State
201610110012,Taliban
201610110013,Taliban
201610110014,Taliban
201610110016,Taliban
201610110018,Houthi extremists (Ansar Allah)
201610110019,Houthi extremists (Ansar Allah)
201610110020,Houthi extremists (Ansar Allah)
201610110021,Houthi extremists (Ansar Allah)
201610110022,Houthi extremists (Ansar Allah)
201610110024,Houthi extremists (Ansar Allah)
201610110027,Kurdistan Workers' Party (PKK)
201610110030,Taliban
201610110031,Taliban
201610110032,Taliban
201610110035,Communist Party of India - Maoist (CPI-Maoist)
201610110036,Communist Party of India - Maoist (CPI-Maoist)
201610110037,Communist Party of India - Maoist (CPI-Maoist)
201610110041,Boko Haram
201610110042,Kurdistan Workers' Party (PKK)
201610110043,Islamic State of Iraq and the Levant (ISIL)
201610110044,Kurdistan Workers' Party (PKK)
201610110047,Maoists
201610110048,Khorasan Chapter of the Islamic State
201610110049,Taliban
201610110050,Taliban
201610110062,Houthi extremists (Ansar Allah)
201610110064,Houthi extremists (Ansar Allah)
201610110065,Taliban
201610110067,Taliban
201610110069,Anti-Police extremists
201610110070,Houthi extremists (Ansar Allah)
201610120001,Boko Haram
201610120006,Islamic State of Iraq and the Levant (ISIL)
201610120010,Khorasan Chapter of the Islamic State
201610120013,Taliban
201610120015,Conspiracy of Cells of Fire
201610120016,Separatists
201610120018,Islamic State of Iraq and the Levant (ISIL)
201610120021,Kurdistan Workers' Party (PKK)
201610120022,Al-Shabaab
201610120023,Al-Shabaab
201610120024,Kurdistan Workers' Party (PKK)
201610120030,Mariscal Lopez Army (EML)
201610120030,Paraguayan People's Army (EPP)
201610120037,Tripoli Province of the Islamic State
201610120045,Free Syrian Army
201610120058,Jaysh al-Islam (Syria)
201610120065,Mozambique National Resistance Movement (MNR)
201610130006,Islamic State of Iraq and the Levant (ISIL)
201610130007,Islamic State of Iraq and the Levant (ISIL)
201610130008,United Baloch Army (UBA)
201610130011,United Baloch Army (UBA)
201610130012,Islamic State of Iraq and the Levant (ISIL)
201610130013,Muslim extremists
201610130017,Kurdistan Workers' Party (PKK)
201610130018,Caucasus Emirate
201610130019,Sinai Province of the Islamic State
201610130028,Al-Shabaab
201610130032,Lashkar-e-Jhangvi
201610130034,Niger Delta Greenland Justice Mandate (NDGJM)
201610130035,Fulani extremists
201610130043,Taliban
201610130052,Anti-White extremists
201610140002,Lashkar-e-Taiba (LeT)
201610140002,Al-Umar Mujahideen
201610140006,Muslim extremists
201610140014,Tehrik-i-Taliban Pakistan (TTP)
201610140016,Movement for Oneness and Jihad in West Africa (MUJAO)
201610140017,Al-Shabaab
201610140024,Kurdistan Freedom Hawks (TAK)
201610140024,Kurdistan Workers' Party (PKK)
201610140028,Houthi extremists (Ansar Allah)
201610140029,Al-Shabaab
201610140035,Houthi extremists (Ansar Allah)
201610140036,Niger Delta Greenland Justice Mandate (NDGJM)
201610140038,Fulani extremists
201610140041,Abbala extremists
201610140067,Southern Front
201610140080,Free Syrian Army
201610140094,Mozambique National Resistance Movement (MNR)
201610140095,Houthi extremists (Ansar Allah)
201610140096,Houthi extremists (Ansar Allah)
201610150002,Islamic State of Iraq and the Levant (ISIL)
201610150003,Islamic State of Iraq and the Levant (ISIL)
201610150005,Tripoli Province of the Islamic State
201610150007,Taliban
201610150008,Al-Shabaab
201610150014,Maoists
201610150015,Islamic State of Iraq and the Levant (ISIL)
201610150021,Seleka
201610150025,Fulani extremists
201610150029,Taliban
201610150031,Tripoli Province of the Islamic State
201610150034,Houthi extremists (Ansar Allah)
201610150035,Alde Hemendik Movement
201610150036,Luhansk People's Republic
201610160002,Islamic State of Iraq and the Levant (ISIL)
201610160003,Islamic State of Iraq and the Levant (ISIL)
201610160010,Islamic State of Iraq and the Levant (ISIL)
201610160011,Tribesmen
201610160013,Islamic State of Iraq and the Levant (ISIL)
201610160014,Taliban
201610160018,Houthi extremists (Ansar Allah)
201610160019,Kurdistan Workers' Party (PKK)
201610160023,Jundallah (Pakistan)
201610160024,Kurdistan Workers' Party (PKK)
201610160026,Oglaigh na hEireann
201610160029,Al-Shabaab
201610160030,Maoists
201610160031,Islamic State of Iraq and the Levant (ISIL)
201610160033,Islamic State of Iraq and the Levant (ISIL)
201610160034,Islamic State of Iraq and the Levant (ISIL)
201610160037,Al-Shabaab
201610160040,Communist Party of India - Maoist (CPI-Maoist)
201610160042,Boko Haram
201610160047,Taliban
201610160052,Fulani extremists
201610160056,Houthi extremists (Ansar Allah)
201610160057,Houthi extremists (Ansar Allah)
201610160058,Houthi extremists (Ansar Allah)
201610170002,Ahle Sunnat Wal Jamaat (ASWJ-Pakistan)
201610170002,Lashkar-e-Jhangvi
201610170004,Islamic State of Iraq and the Levant (ISIL)
201610170007,Taliban
201610170017,Islamic State in the Greater Sahara (ISGS)
201610170017,Movement for Oneness and Jihad in West Africa (MUJAO)
201610170018,Al-Shabaab
201610170032,Garo National Liberation Army
201610170033,Islamic State of Iraq and the Levant (ISIL)
201610170034,Taliban
201610170035,Taliban
201610170039,Maute Group
201610170041,Shamiya Front
201610170041,Southern Front
201610170086,Houthi extremists (Ansar Allah)
201610180001,Khorasan Chapter of the Islamic State
201610180006,Islamic State of Iraq and the Levant (ISIL)
201610180007,Islamic State of Iraq and the Levant (ISIL)
201610180009,Al-Shabaab
201610180010,Al-Shabaab
201610180012,Houthi extremists (Ansar Allah)
201610180013,Houthi extremists (Ansar Allah)
201610180018,Lord's Resistance Army (LRA)
201610180020,Islamic State of Iraq and the Levant (ISIL)
201610180021,Taliban
201610180022,Boko Haram
201610180045,Abbala extremists
201610180046,Taliban
201610190002,Taliban
201610190004,Taliban
201610190014,Houthi extremists (Ansar Allah)
201610190015,Houthi extremists (Ansar Allah)
201610190016,Houthi extremists (Ansar Allah)
201610190017,Houthi extremists (Ansar Allah)
201610190018,Houthi extremists (Ansar Allah)
201610190019,Houthi extremists (Ansar Allah)
201610190020,Houthi extremists (Ansar Allah)
201610190021,Houthi extremists (Ansar Allah)
201610190022,Houthi extremists (Ansar Allah)
201610190023,Houthi extremists (Ansar Allah)
201610190025,Houthi extremists (Ansar Allah)
201610190035,Kurdistan Workers' Party (PKK)
201610190036,Houthi extremists (Ansar Allah)
201610190037,Palestinian Extremists
201610190038,Kurdistan Workers' Party (PKK)
201610190039,Kurdistan Workers' Party (PKK)
201610190040,Houthi extremists (Ansar Allah)
201610190041,Islamic State of Iraq and the Levant (ISIL)
201610190042,Islamic State of Iraq and the Levant (ISIL)
201610190043,Islamic State of Iraq and the Levant (ISIL)
201610190045,Muslim extremists
201610190047,Islamic State of Iraq and the Levant (ISIL)
201610190054,Abbala extremists
201610190071,Free Syrian Army
201610190080,Islamic State of Iraq and the Levant (ISIL)
201610200002,Bangsamoro Islamic Freedom Movement (BIFM)
201610200003,Abu Sayyaf Group (ASG)
201610200005,National Liberation Army of Colombia (ELN)
201610200006,National Liberation Army of Colombia (ELN)
201610200007,National Liberation Army of Colombia (ELN)
201610200009,Baloch Liberation Army (BLA)
201610200015,Islamic State of Iraq and the Levant (ISIL)
201610200017,Jamaah Ansharut Daulah
201610200018,Houthi extremists (Ansar Allah)
201610200019,Houthi extremists (Ansar Allah)
201610200025,Houthi extremists (Ansar Allah)
201610200028,Al-Shabaab
201610200029,The New Irish Republican Army
201610200032,Maoists
201610200041,Khorasan Chapter of the Islamic State
201610200045,Houthi extremists (Ansar Allah)
201610200046,Houthi extremists (Ansar Allah)
201610200047,Houthi extremists (Ansar Allah)
201610200050,Houthi extremists (Ansar Allah)
201610200051,Houthi extremists (Ansar Allah)
201610200052,Houthi extremists (Ansar Allah)
201610200053,Houthi extremists (Ansar Allah)
201610200054,Houthi extremists (Ansar Allah)
201610200055,Houthi extremists (Ansar Allah)
201610200056,Houthi extremists (Ansar Allah)
201610200057,Houthi extremists (Ansar Allah)
201610200059,Houthi extremists (Ansar Allah)
201610200060,Houthi extremists (Ansar Allah)
201610200065,Free Syrian Army
201610200081,Free Syrian Army
201610200098,Houthi extremists (Ansar Allah)
201610210001,Maute Group
201610210010,Islamic State of Iraq and the Levant (ISIL)
201610210011,Islamic State of Iraq and the Levant (ISIL)
201610210012,Islamic State of Iraq and the Levant (ISIL)
201610210014,Khorasan Chapter of the Islamic State
201610210018,Sinai Province of the Islamic State
201610210020,Kurdistan Workers' Party (PKK)
201610210021,Al-Shabaab
201610210022,Maoists
201610210023,Islamic State of Iraq and the Levant (ISIL)
201610210024,Taliban
201610210025,Islamic State of Iraq and the Levant (ISIL)
201610210026,Communist Party of India - Maoist (CPI-Maoist)
201610210028,Houthi extremists (Ansar Allah)
201610210029,Houthi extremists (Ansar Allah)
201610210031,Houthi extremists (Ansar Allah)
201610210032,Houthi extremists (Ansar Allah)
201610210033,Houthi extremists (Ansar Allah)
201610210034,Houthi extremists (Ansar Allah)
201610210035,Houthi extremists (Ansar Allah)
201610210036,Houthi extremists (Ansar Allah)
201610210037,Houthi extremists (Ansar Allah)
201610210044,Sudan People's Liberation Movement in Opposition (SPLM-IO)
201610210047,Mozambique National Resistance Movement (MNR)
201610220001,Maute Group
201610220004,Khorasan Chapter of the Islamic State
201610220005,Islamic State of Iraq and the Levant (ISIL)
201610220006,Islamic State of Iraq and the Levant (ISIL)
201610220007,Islamic State of Iraq and the Levant (ISIL)
201610220016,Taliban
201610220019,Baloch Liberation Army (BLA)
201610220020,Maoists
201610220021,Maoists
201610220022,Al-Shabaab
201610220023,Taliban
201610220025,Islamic State of Iraq and the Levant (ISIL)
201610220027,Boko Haram
201610220029,Maoists
201610220030,Maoists
201610230001,Baloch Liberation Army (BLA)
201610230002,Al-Shabaab
201610230003,Kurdistan Workers' Party (PKK)
201610230004,Kurdistan Workers' Party (PKK)
201610230010,Islamic State of Iraq and the Levant (ISIL)
201610230012,Islamic State of Iraq and the Levant (ISIL)
201610230013,Islamic State of Iraq and the Levant (ISIL)
201610230014,Islamic State of Iraq and the Levant (ISIL)
201610230045,Houthi extremists (Ansar Allah)
201610230047,Houthi extremists (Ansar Allah)
201610230049,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)
201610230050,Islamic State of Iraq and the Levant (ISIL)
201610230056,Boko Haram
201610230058,Houthi extremists (Ansar Allah)
201610230059,Houthi extremists (Ansar Allah)
201610230060,Fulani extremists
201610240001,Halqa-e-Mehsud
201610240001,Lashkar-e-Jhangvi
201610240001,Khorasan Chapter of the Islamic State
201610240002,Khorasan Chapter of the Islamic State
201610240002,Tehrik-i-Taliban Pakistan (TTP)
201610240007,National Liberation Army of Colombia (ELN)
201610240010,Separatists
201610240017,Islamic State of Iraq and the Levant (ISIL)
201610240020,Al-Shabaab
201610240024,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)
201610240025,Lashkar-e-Taiba (LeT)
201610240028,Taliban
201610240029,Taliban
201610240030,Muslim extremists
201610240031,Al-Shabaab
201610240035,Boko Haram
201610240037,Islamic State of Iraq and the Levant (ISIL)
201610240038,Islamic State of Iraq and the Levant (ISIL)
201610240039,Islamic State of Iraq and the Levant (ISIL)
201610240041,Sudan People's Liberation Movement in Opposition (SPLM-IO)
201610240042,Sudan People's Liberation Movement in Opposition (SPLM-IO)
201610240052,Houthi extremists (Ansar Allah)
201610240053,Houthi extremists (Ansar Allah)
201610250003,Taliban
201610250006,Khorasan Chapter of the Islamic State
201610250006,Taliban
201610250008,Al-Shabaab
201610250033,Houthi extremists (Ansar Allah)
201610250034,Khorasan Chapter of the Islamic State
201610250034,Tehrik-i-Taliban Pakistan (TTP)
201610250035,Tehrik-i-Taliban Pakistan (TTP)
201610250035,Khorasan Chapter of the Islamic State
201610250040,Kurdistan Workers' Party (PKK)
201610250042,Jamaat-E-Islami (Bangladesh)
201610250044,Maoists
201610250045,Baloch Liberation Front (BLF)
201610250045,Baloch Republican Army (BRA)
201610250046,National Democratic Front of Bodoland (NDFB)
201610250048,No Borders Group
201610250049,Niger Delta Avengers (NDA)
201610250057,Abu Sayyaf Group (ASG)
201610260007,Taliban
201610260019,Islamic State of Iraq and the Levant (ISIL)
201610260020,Islamic State of Iraq and the Levant (ISIL)
201610260021,Islamic State of Iraq and the Levant (ISIL)
201610260023,Islamic State of Iraq and the Levant (ISIL)
201610260024,Islamic State of Iraq and the Levant (ISIL)
201610260028,Tehrik-i-Taliban Pakistan (TTP)
201610260028,Lashkar-e-Islam (Pakistan)
201610260029,Taliban
201610260030,Taliban
201610260032,Taliban
201610260033,Taliban
201610260034,Taliban
201610260036,Taliban
201610260037,Taliban
201610260038,Taliban
201610260040,Kurdistan Workers' Party (PKK)
201610260045,Houthi extremists (Ansar Allah)
201610260046,Maoists
201610260049,Donetsk People's Republic
201610260051,Al-Qaida in the Arabian Peninsula (AQAP)
201610260053,Popular Mobilization Forces (Iraq)
201610260054,Popular Mobilization Forces (Iraq)
201610260057,Abbala extremists
201610260075,Southern Front
201610260076,Al-Nasir Army (Syria)
201610260076,Southern Front
201610260077,Al-Nasir Army (Syria)
201610260077,Southern Front
201610270002,National Liberation Army of Colombia (ELN)
201610270003,Houthi extremists (Ansar Allah)
201610270006,Islamic State of Iraq and the Levant (ISIL)
201610270030,Al-Qaida in the Arabian Peninsula (AQAP)
201610270039,Kurdistan Workers' Party (PKK)
201610270041,Al-Shabaab
201610270045,Al-Shabaab
201610270048,Union for Peace in Central Africa (UPC)
201610270050,Boko Haram
201610270050,Fulani extremists
201610270051,Boko Haram
201610270051,Fulani extremists
201610270052,Boko Haram
201610270052,Fulani extremists
201610270053,Fulani extremists
201610270053,Boko Haram
201610270055,Popular Mobilization Forces (Iraq)
201610270056,Popular Mobilization Forces (Iraq)
201610270063,Khorasan Chapter of the Islamic State
201610270064,National Democratic Front of Bodoland (NDFB)
201610270067,Free Syrian Army
201610270079,Ajnad al-Sham
201610270079,Southern Front
201610270079,Shamiya Front
201610270086,Shamiya Front
201610270098,Al-Nasir Army (Syria)
201610270098,Free Syrian Army
201610280001,Houthi extremists (Ansar Allah)
201610280003,Sinai Province of the Islamic State
201610280008,Taliban
