eventid,attacktype
199812180005,Bombing/Explosion
199812200001,Bombing/Explosion
199812200002,Armed Assault
199812220001,Armed Assault
199812240001,Armed Assault
199812240002,Bombing/Explosion
199812260001,Bombing/Explosion
199812260003,Facility/Infrastructure Attack
199812270001,Armed Assault
199812270002,Armed Assault
199812280001,Hostage Taking (Kidnapping)
199812290001,Armed Assault
199812290002,Bombing/Explosion
199812290003,Bombing/Explosion
199812290004,Bombing/Explosion
199901000001,Armed Assault
199901010001,Armed Assault
199901010002,Bombing/Explosion
199901020001,Bombing/Explosion
199901030001,Bombing/Explosion
199901030002,Assassination
199901040001,Armed Assault
199901040002,Bombing/Explosion
199901040003,Armed Assault
199901050001,Bombing/Explosion
199901050002,Bombing/Explosion
199901050003,Hostage Taking (Kidnapping)
199901050003,Armed Assault
199901050004,Assassination
199901050005,Bombing/Explosion
199901050006,Bombing/Explosion
199901050007,Armed Assault
199901060001,Bombing/Explosion
199901060002,Hostage Taking (Kidnapping)
199901060003,Armed Assault
199901080002,Bombing/Explosion
199901080003,Unarmed Assault
199901080005,Bombing/Explosion
199901080006,Hostage Taking (Kidnapping)
199901100001,Bombing/Explosion
199901110001,Facility/Infrastructure Attack
199901110002,Armed Assault
199901110003,Hostage Taking (Kidnapping)
199901120001,Armed Assault
199901120002,Bombing/Explosion
199901120003,Bombing/Explosion
199901120004,Bombing/Explosion
199901120005,Hostage Taking (Kidnapping)
199901130001,Bombing/Explosion
199901140001,Facility/Infrastructure Attack
199901140002,Assassination
199901150001,Armed Assault
199901150002,Bombing/Explosion
199901170001,Assassination
199901170002,Hostage Taking (Kidnapping)
199901190001,Bombing/Explosion
199901190002,Armed Assault
199901190002,Hostage Taking (Kidnapping)
199901200001,Armed Assault
199901210001,Armed Assault
199901230001,Armed Assault
199901230002,Bombing/Explosion
199901230003,Bombing/Explosion
199901230004,Bombing/Explosion
199901230005,Armed Assault
199901230006,Bombing/Explosion
199901230007,Bombing/Explosion
199901240001,Hostage Taking (Kidnapping)
199901250001,Unarmed Assault
199901250002,Bombing/Explosion
199901250003,Armed Assault
199901250004,Hostage Taking (Kidnapping)
199901260001,Hostage Taking (Kidnapping)
199901280001,Bombing/Explosion
199901280002,Bombing/Explosion
199901290001,Bombing/Explosion
199901300001,Bombing/Explosion
199901310002,Hostage Taking (Kidnapping)
199902010001,Armed Assault
199902010001,Hostage Taking (Kidnapping)
199902020001,Bombing/Explosion
199902020002,Bombing/Explosion
199902020003,Armed Assault
199902030001,Bombing/Explosion
199902040001,Bombing/Explosion
199902060001,Bombing/Explosion
199902080001,Bombing/Explosion
199902080002,Bombing/Explosion
199902080003,Bombing/Explosion
199902090002,Hostage Taking (Kidnapping)
199902090003,Bombing/Explosion
199902090004,Hostage Taking (Kidnapping)
199902100001,Armed Assault
199902100002,Hostage Taking (Kidnapping)
199902110001,Bombing/Explosion
199902110002,Armed Assault
199902110003,Bombing/Explosion
199902110003,Assassination
199902130001,Armed Assault
199902130002,Bombing/Explosion
199902140001,Bombing/Explosion
199902140002,Bombing/Explosion
199902140003,Hostage Taking (Kidnapping)
199902160001,Armed Assault
199902160002,Bombing/Explosion
199902160003,Bombing/Explosion
199902160004,Bombing/Explosion
199902160005,Bombing/Explosion
199902160006,Bombing/Explosion
199902160007,Bombing/Explosion
199902160008,Armed Assault
199902160008,Hostage Taking (Barricade Incident)
199902160009,Hostage Taking (Kidnapping)
199902170001,Hostage Taking (Kidnapping)
199902170002,Armed Assault
199902170003,Hostage Taking (Barricade Incident)
199902170005,Facility/Infrastructure Attack
199902170006,Bombing/Explosion
199902180001,Hostage Taking (Kidnapping)
199902180002,Hostage Taking (Kidnapping)
199902190001,Hostage Taking (Barricade Incident)
199902190001,Armed Assault
199902190002,Assassination
199902200001,Armed Assault
199902200002,Bombing/Explosion
199902200002,Armed Assault
199902200003,Hostage Taking (Kidnapping)
199902230001,Armed Assault
199902230002,Bombing/Explosion
199902230003,Bombing/Explosion
199902230004,Bombing/Explosion
199902240001,Bombing/Explosion
199902240002,Armed Assault
199902240003,Armed Assault
199902240004,Bombing/Explosion
199902250001,Hostage Taking (Kidnapping)
199902260001,Bombing/Explosion
199902260002,Unarmed Assault
199902280001,Bombing/Explosion
199902280002,Bombing/Explosion
199902280003,Bombing/Explosion
199902280004,Bombing/Explosion
199902280005,Bombing/Explosion
199902280006,Hostage Taking (Kidnapping)
199903010002,Bombing/Explosion
199903010003,Bombing/Explosion
199903010004,Armed Assault
199903010005,Armed Assault
199903010006,Bombing/Explosion
199903020004,Armed Assault
199903020005,Hijacking
199903030001,Armed Assault
199903030003,Bombing/Explosion
199903030004,Bombing/Explosion
199903030005,Bombing/Explosion
199903030006,Bombing/Explosion
199903030007,Bombing/Explosion
199903030008,Bombing/Explosion
199903040001,Bombing/Explosion
199903040002,Bombing/Explosion
199903050001,Armed Assault
199903050002,Assassination
199903050004,Bombing/Explosion
199903050005,Bombing/Explosion
199903060001,Bombing/Explosion
199903060002,Facility/Infrastructure Attack
199903060003,Bombing/Explosion
199903060004,Bombing/Explosion
199903060006,Bombing/Explosion
199903060007,Bombing/Explosion
199903070001,Bombing/Explosion
199903070002,Bombing/Explosion
199903070004,Hostage Taking (Kidnapping)
199903070005,Hostage Taking (Kidnapping)
199903070006,Bombing/Explosion
199903070007,Armed Assault
199903080001,Bombing/Explosion
199903080002,Bombing/Explosion
199903080003,Bombing/Explosion
199903080004,Bombing/Explosion
199903080005,Bombing/Explosion
199903080006,Assassination
199903080007,Armed Assault
199903080008,Armed Assault
199903090001,Armed Assault
199903090002,Bombing/Explosion
199903090003,Bombing/Explosion
199903090004,Bombing/Explosion
199903090005,Bombing/Explosion
199903090006,Bombing/Explosion
199903090007,Bombing/Explosion
199903090009,Bombing/Explosion
199903090010,Bombing/Explosion
199903090011,Bombing/Explosion
199903100002,Bombing/Explosion
199903100003,Hostage Taking (Kidnapping)
199903100004,Bombing/Explosion
199903100009,Armed Assault
199903100010,Armed Assault
199903100011,Armed Assault
199903100012,Bombing/Explosion
199903110002,Bombing/Explosion
199903110003,Armed Assault
199903110004,Hostage Taking (Kidnapping)
199903110004,Armed Assault
199903110004,Bombing/Explosion
199903120003,Hijacking
199903120004,Armed Assault
199903120005,Armed Assault
199903120006,Bombing/Explosion
199903120007,Armed Assault
199903120007,Bombing/Explosion
199903130001,Armed Assault
199903130002,Armed Assault
199903130003,Armed Assault
199903130004,Facility/Infrastructure Attack
199903130005,Bombing/Explosion
199903130006,Bombing/Explosion
199903130007,Bombing/Explosion
199903130007,Armed Assault
199903130008,Armed Assault
199903140001,Bombing/Explosion
199903140002,Bombing/Explosion
199903140003,Facility/Infrastructure Attack
199903140004,Armed Assault
199903140005,Bombing/Explosion
199903140006,Bombing/Explosion
199903140007,Bombing/Explosion
199903140008,Bombing/Explosion
199903150001,Bombing/Explosion
199903150002,Facility/Infrastructure Attack
199903150003,Bombing/Explosion
199903150004,Bombing/Explosion
199903150005,Bombing/Explosion
199903150006,Bombing/Explosion
199903150007,Bombing/Explosion
199903160001,Assassination
199903160001,Bombing/Explosion
199903160002,Bombing/Explosion
199903160003,Facility/Infrastructure Attack
199903170001,Bombing/Explosion
199903170002,Assassination
199903170003,Armed Assault
199903170004,Bombing/Explosion
199903180001,Bombing/Explosion
199903180002,Bombing/Explosion
199903180003,Bombing/Explosion
199903180004,Bombing/Explosion
199903180005,Bombing/Explosion
199903180006,Armed Assault
199903180007,Facility/Infrastructure Attack
199903180008,Hostage Taking (Kidnapping)
199903180008,Armed Assault
199903190001,Armed Assault
199903190002,Bombing/Explosion
199903190002,Assassination
199903190005,Bombing/Explosion
199903190006,Hostage Taking (Kidnapping)
199903190007,Hostage Taking (Kidnapping)
199903190008,Hostage Taking (Kidnapping)
199903190009,Hostage Taking (Kidnapping)
199903190010,Armed Assault
199903190010,Hostage Taking (Kidnapping)
199903190011,Armed Assault
199903190011,Hostage Taking (Kidnapping)
199903190012,Armed Assault
199903190013,Armed Assault
199903200001,Bombing/Explosion
199903200002,Bombing/Explosion
199903200003,Bombing/Explosion
199903200005,Armed Assault
199903200006,Armed Assault
199903200007,Bombing/Explosion
199903200008,Bombing/Explosion
199903200009,Bombing/Explosion
199903210001,Bombing/Explosion
199903210002,Armed Assault
199903210003,Bombing/Explosion
199903210003,Assassination
199903210004,Bombing/Explosion
199903210006,Bombing/Explosion
199903210007,Armed Assault
199903210007,Hostage Taking (Kidnapping)
199903220001,Bombing/Explosion
199903220002,Bombing/Explosion
199903220004,Facility/Infrastructure Attack
199903230001,Assassination
199903230002,Bombing/Explosion
199903230003,Bombing/Explosion
199903230004,Armed Assault
199903230005,Hostage Taking (Kidnapping)
199903230006,Hostage Taking (Kidnapping)
199903240001,Bombing/Explosion
199903240002,Facility/Infrastructure Attack
199903240003,Armed Assault
199903240004,Armed Assault
199903260001,Bombing/Explosion
199903260002,Armed Assault
199903260003,Bombing/Explosion
199903260005,Bombing/Explosion
199903270001,Bombing/Explosion
199903270002,Bombing/Explosion
199903270003,Hostage Taking (Kidnapping)
199903270004,Bombing/Explosion
199903270005,Armed Assault
199903270006,Facility/Infrastructure Attack
199903280001,Bombing/Explosion
199903280002,Bombing/Explosion
199903280003,Bombing/Explosion
199903280004,Bombing/Explosion
199903280005,Bombing/Explosion
199903280006,Bombing/Explosion
199903280007,Hostage Taking (Kidnapping)
199903280008,Bombing/Explosion
199903280009,Bombing/Explosion
199903280010,Facility/Infrastructure Attack
199903290001,Armed Assault
199903290004,Bombing/Explosion
199903290005,Bombing/Explosion
199903290006,Facility/Infrastructure Attack
199903300001,Armed Assault
199903300002,Armed Assault
199903310001,Bombing/Explosion
199903310002,Bombing/Explosion
199903310003,Bombing/Explosion
199903310004,Bombing/Explosion
199903310005,Armed Assault
199903310006,Hijacking
199903310007,Armed Assault
199903310007,Facility/Infrastructure Attack
199904010001,Bombing/Explosion
199904010002,Bombing/Explosion
199904010003,Assassination
199904010005,Armed Assault
199904020002,Assassination
199904020003,Bombing/Explosion
199904020005,Assassination
199904020005,Bombing/Explosion
199904030001,Bombing/Explosion
199904030002,Hostage Taking (Kidnapping)
199904030002,Armed Assault
199904030003,Armed Assault
199904030004,Facility/Infrastructure Attack
199904030005,Bombing/Explosion
199904040001,Bombing/Explosion
199904040003,Armed Assault
199904050001,Assassination
199904050002,Bombing/Explosion
199904050002,Armed Assault
199904050003,Armed Assault
199904050003,Bombing/Explosion
199904050003,Hostage Taking (Kidnapping)
199904050004,Assassination
199904060001,Bombing/Explosion
199904070001,Armed Assault
199904070002,Bombing/Explosion
199904070003,Bombing/Explosion
199904070004,Bombing/Explosion
199904070005,Bombing/Explosion
199904080001,Assassination
199904080001,Bombing/Explosion
199904080002,Bombing/Explosion
199904090001,Bombing/Explosion
199904090002,Armed Assault
199904090003,Assassination
199904090004,Bombing/Explosion
199904090005,Hostage Taking (Kidnapping)
199904100001,Bombing/Explosion
199904100002,Assassination
199904100003,Bombing/Explosion
199904100004,Bombing/Explosion
199904100005,Facility/Infrastructure Attack
199904110001,Bombing/Explosion
199904110003,Facility/Infrastructure Attack
199904110004,Bombing/Explosion
199904110005,Bombing/Explosion
199904120001,Hijacking
199904120002,Hostage Taking (Kidnapping)
199904120002,Armed Assault
199904130001,Assassination
199904150001,Bombing/Explosion
199904150002,Bombing/Explosion
199904150003,Bombing/Explosion
199904150004,Facility/Infrastructure Attack
199904150005,Bombing/Explosion
199904150006,Bombing/Explosion
199904150007,Bombing/Explosion
199904160001,Bombing/Explosion
199904160002,Bombing/Explosion
199904170001,Bombing/Explosion
199904170002,Facility/Infrastructure Attack
199904180001,Bombing/Explosion
199904180002,Facility/Infrastructure Attack
199904190001,Bombing/Explosion
199904200001,Bombing/Explosion
199904200002,Bombing/Explosion
199904200003,Bombing/Explosion
199904200004,Armed Assault
199904200004,Hostage Taking (Kidnapping)
199904200005,Armed Assault
199904200005,Hostage Taking (Kidnapping)
199904210001,Hostage Taking (Kidnapping)
199904210001,Armed Assault
199904210002,Armed Assault
199904210003,Hostage Taking (Kidnapping)
199904210003,Bombing/Explosion
199904210004,Armed Assault
199904230001,Bombing/Explosion
199904240001,Bombing/Explosion
199904240003,Bombing/Explosion
199904240004,Armed Assault
199904260001,Armed Assault
199904260002,Armed Assault
199904260003,Bombing/Explosion
199904260004,Bombing/Explosion
199904270001,Bombing/Explosion
199904270002,Bombing/Explosion
199904270003,Hostage Taking (Kidnapping)
199904270003,Armed Assault
199904270004,Bombing/Explosion
199904280001,Armed Assault
199904280002,Bombing/Explosion
199904290001,Bombing/Explosion
199904300001,Bombing/Explosion
199904300002,Facility/Infrastructure Attack
199905010001,Armed Assault
199905010002,Bombing/Explosion
199905010003,Bombing/Explosion
199905010004,Facility/Infrastructure Attack
199905020001,Armed Assault
199905030001,Bombing/Explosion
199905030002,Armed Assault
199905030003,Armed Assault
199905030004,Facility/Infrastructure Attack
199905030004,Armed Assault
199905030005,Armed Assault
199905030005,Bombing/Explosion
199905030006,Armed Assault
199905030006,Facility/Infrastructure Attack
199905030007,Armed Assault
199905030008,Facility/Infrastructure Attack
199905030008,Armed Assault
199905040001,Bombing/Explosion
199905040002,Bombing/Explosion
199905040003,Bombing/Explosion
199905040004,Bombing/Explosion
199905050001,Armed Assault
199905050001,Hostage Taking (Kidnapping)
199905050002,Bombing/Explosion
199905050003,Bombing/Explosion
199905050004,Bombing/Explosion
199905060001,Bombing/Explosion
199905060002,Armed Assault
199905060003,Assassination
199905070001,Bombing/Explosion
199905070001,Hostage Taking (Kidnapping)
199905070002,Bombing/Explosion
199905070003,Hostage Taking (Kidnapping)
199905070004,Bombing/Explosion
199905070005,Armed Assault
199905070005,Hostage Taking (Kidnapping)
199905070006,Bombing/Explosion
199905080001,Armed Assault
199905080001,Bombing/Explosion
199905090001,Bombing/Explosion
199905090002,Armed Assault
199905090004,Bombing/Explosion
199905090005,Facility/Infrastructure Attack
199905100001,Armed Assault
199905100002,Armed Assault
199905100003,Armed Assault
199905110001,Armed Assault
199905110002,Bombing/Explosion
199905120001,Armed Assault
199905120002,Armed Assault
199905120003,Hostage Taking (Kidnapping)
199905130001,Bombing/Explosion
199905130002,Unarmed Assault
199905130003,Bombing/Explosion
199905130004,Bombing/Explosion
199905130005,Hostage Taking (Kidnapping)
